"Subject","stimcol","trial","TargAcc","TotAcc","corrResp","procedure","kind","BuffOnset","TrialAcc","RT","n","Resp"
165,"black",1,0,0,2,"TrialProc","Nontarget",134157,0,0,1,NA
165,"black",2,0,0,2,"TrialProc","Nontarget",137668,0,0,1,NA
165,"black",3,0,0,2,"TrialProc","Nontarget",141178,0,0,1,NA
165,"black",4,100,25,1,"TrialProc","Target",143853,1,658,1,1
165,"black",5,100,40,2,"TrialProc","Nontarget",147631,1,909,1,2
165,"black",6,100,50,2,"TrialProc","Nontarget",150723,1,467,1,2
165,"black",7,100,57.14285714,2,"TrialProc","Nontarget",154317,1,546,1,2
165,"black",8,100,62.5,2,"TrialProc","Lure",157778,1,493,1,2
165,"black",9,100,66.66666667,1,"TrialProc","Target",161171,1,373,1,1
165,"black",10,100,70,2,"TrialProc","Nontarget",164749,1,419,1,2
165,"black",11,100,72.72727273,2,"TrialProc","Nontarget",168209,1,357,1,2
165,"black",12,100,75,2,"TrialProc","Nontarget",171703,1,332,1,2
165,"black",13,100,76.92307692,1,"TrialProc","Target",175180,1,293,1,1
165,"black",14,100,78.57142857,2,"TrialProc","Nontarget",178908,1,502,1,2
165,"black",15,100,80,2,"TrialProc","Nontarget",182318,1,396,1,2
165,"black",16,100,81.25,1,"TrialProc","Target",185996,1,566,1,1
165,"black",17,100,82.35294118,2,"TrialProc","Nontarget",189372,1,420,1,2
165,"black",18,100,83.33333333,2,"TrialProc","Lure",192816,1,335,1,2
165,"black",19,100,84.21052632,2,"TrialProc","Nontarget",196327,1,316,1,2
165,"black",20,100,85,2,"TrialProc","Nontarget",199854,1,329,1,2
165,"black",21,100,85.71428571,2,"TrialProc","Nontarget",203398,1,356,1,2
165,"black",22,100,86.36363636,2,"TrialProc","Lure",206908,1,336,1,2
165,"black",23,100,86.95652174,2,"TrialProc","Nontarget",210519,1,423,1,2
165,"black",24,100,87.5,2,"TrialProc","Lure",213946,1,324,1,2
165,"black",25,100,88,2,"TrialProc","Nontarget",217540,1,385,1,2
165,"black",26,100,88.46153846,2,"TrialProc","Lure",221034,1,366,1,2
165,"black",27,100,88.88888889,2,"TrialProc","Nontarget",224611,1,416,1,2
165,"black",28,100,89.28571429,2,"TrialProc","Lure",228155,1,433,1,2
165,"black",29,100,89.65517241,2,"TrialProc","Nontarget",231565,1,330,1,2
165,"black",30,100,90,2,"TrialProc","Lure",235109,1,365,1,2
165,"black",31,100,90.32258065,1,"TrialProc","Target",238620,1,361,1,1
165,"black",32,100,90.625,2,"TrialProc","Nontarget",242131,1,367,1,2
165,"black",33,100,90.90909091,2,"TrialProc","Nontarget",245607,1,318,1,2
165,"black",34,100,91.17647059,2,"TrialProc","Nontarget",249135,1,327,1,2
165,"black",35,100,91.42857143,1,"TrialProc","Target",252795,1,471,1,1
165,"black",36,100,91.66666667,2,"TrialProc","Nontarget",256222,1,374,1,2
165,"black",37,100,91.89189189,1,"TrialProc","Target",259817,1,436,1,1
165,"black",38,100,92.10526316,2,"TrialProc","Nontarget",263227,1,322,1,2
165,"black",39,100,92.30769231,2,"TrialProc","Nontarget",266771,1,338,1,2
165,"black",40,100,92.5,2,"TrialProc","Nontarget",270331,1,371,1,2
165,"black",41,100,92.68292683,1,"TrialProc","Target",273992,1,514,1,1
165,"black",42,100,92.85714286,2,"TrialProc","Nontarget",277402,1,401,1,2
165,"black",43,100,93.02325581,2,"TrialProc","Nontarget",280846,1,330,1,2
165,"black",44,100,93.18181818,1,"TrialProc","Target",284507,1,482,1,1
165,"black",45,100,93.33333333,2,"TrialProc","Nontarget",287867,1,330,1,2
165,"black",46,100,93.47826087,1,"TrialProc","Target",291428,1,382,1,1
165,"black",47,100,93.61702128,1,"TrialProc","Target",294938,1,369,1,1
165,"black",48,100,93.75,2,"TrialProc","Nontarget",298465,1,372,1,2
165,"black",49,100,93.87755102,2,"TrialProc","Nontarget",302093,1,476,1,2
165,"black",50,100,94,2,"TrialProc","Nontarget",305470,1,348,1,2
165,"black",51,100,94.11764706,2,"TrialProc","Lure",309264,1,622,1,2
165,"black",52,100,94.23076923,1,"TrialProc","Target",312775,1,603,1,1
165,"black",53,100,94.33962264,2,"TrialProc","Nontarget",316135,1,441,1,2
165,"black",54,100,94.44444444,1,"TrialProc","Target",319579,1,360,1,1
165,"black",55,100,94.54545455,1,"TrialProc","Target",323173,1,444,1,1
165,"black",56,100,94.64285714,2,"TrialProc","Nontarget",326583,1,348,1,2
165,"black",57,100,94.73684211,2,"TrialProc","Nontarget",330110,1,351,1,2
165,"black",58,100,94.82758621,1,"TrialProc","Target",333838,1,566,1,1
165,"black",59,100,94.91525424,2,"TrialProc","Nontarget",337165,1,379,1,2
165,"black",60,100,95,2,"TrialProc","Nontarget",341143,1,849,1,2
165,"black",61,100,95.08196721,1,"TrialProc","Target",344186,1,368,1,1
165,"black",62,100,95.16129032,2,"TrialProc","Nontarget",347763,1,417,1,2
165,"black",63,100,95.23809524,2,"TrialProc","Nontarget",351692,1,833,1,2
165,"black",64,100,95.3125,2,"TrialProc","Nontarget",354784,1,415,1,2
165,"blue",1,0,100,2,"TrialProc","Nontarget",65883,1,834,3,2
165,"blue",2,0,100,2,"TrialProc","Nontarget",69209,1,636,3,2
165,"blue",3,0,100,2,"TrialProc","Nontarget",73037,1,944,3,2
165,"blue",4,0,100,2,"TrialProc","Nontarget",76665,1,1062,3,2
165,"blue",5,0,100,2,"TrialProc","Nontarget",80209,1,1096,3,2
165,"blue",6,0,100,2,"TrialProc","Nontarget",83753,1,1122,3,2
165,"blue",7,0,100,2,"TrialProc","Nontarget",87347,1,1201,3,2
165,"blue",8,0,100,2,"TrialProc","Nontarget",90790,1,1133,3,2
165,"blue",9,0,88.88888889,1,"TrialProc","Target",94485,0,1313,3,2
165,"blue",10,0,90,2,"TrialProc","Nontarget",97577,1,895,3,2
165,"blue",11,0,90.90909091,2,"TrialProc","Nontarget",101573,1,1374,3,2
165,"blue",12,0,83.33333333,2,"TrialProc","Nontarget",105217,0,0,3,NA
165,"blue",13,50,84.61538462,1,"TrialProc","Target",108510,1,1271,3,1
165,"blue",14,50,78.57142857,2,"TrialProc","Lure",112255,0,0,3,NA
165,"blue",15,33.33333333,73.33333333,1,"TrialProc","Target",115765,0,0,3,NA
165,"blue",16,33.33333333,75,2,"TrialProc","Lure",118757,1,973,3,2
165,"blue",17,33.33333333,76.47058824,2,"TrialProc","Nontarget",122669,1,1359,3,2
165,"blue",18,33.33333333,77.77777778,2,"TrialProc","Nontarget",126180,1,1349,3,2
165,"blue",19,33.33333333,78.94736842,2,"TrialProc","Nontarget",129657,1,1312,3,2
165,"blue",20,33.33333333,80,2,"TrialProc","Nontarget",133050,1,1194,3,2
165,"blue",21,33.33333333,80.95238095,2,"TrialProc","Nontarget",136410,1,1028,3,2
165,"blue",22,33.33333333,81.81818182,2,"TrialProc","Nontarget",139469,1,580,3,2
165,"blue",23,33.33333333,78.26086957,2,"TrialProc","Lure",143766,0,1362,3,1
165,"blue",24,50,79.16666667,1,"TrialProc","Target",147076,1,1144,3,1
165,"blue",25,50,80,2,"TrialProc","Lure",150319,1,853,3,2
165,"blue",26,50,80.76923077,2,"TrialProc","Nontarget",153478,1,497,3,2
165,"blue",27,50,81.48148148,2,"TrialProc","Nontarget",157707,1,1213,3,2
165,"blue",28,50,82.14285714,2,"TrialProc","Nontarget",161485,1,1480,3,2
165,"blue",29,50,82.75862069,2,"TrialProc","Nontarget",164728,1,1211,3,2
165,"blue",30,50,83.33333333,2,"TrialProc","Nontarget",168322,1,1294,3,2
165,"blue",31,50,83.87096774,2,"TrialProc","Nontarget",171950,1,1394,3,2
165,"blue",32,60,84.375,1,"TrialProc","Target",175160,1,1073,3,1
165,"blue",33,50,81.81818182,1,"TrialProc","Target",178804,0,1200,3,2
165,"blue",34,50,82.35294118,2,"TrialProc","Nontarget",181846,1,726,3,2
165,"blue",35,50,82.85714286,2,"TrialProc","Nontarget",185323,1,669,3,2
165,"blue",36,50,83.33333333,2,"TrialProc","Nontarget",189319,1,1135,3,2
165,"blue",37,50,83.78378378,2,"TrialProc","Nontarget",192595,1,891,3,2
165,"blue",38,50,84.21052632,2,"TrialProc","Nontarget",196289,1,1054,3,2
165,"blue",39,50,84.61538462,2,"TrialProc","Nontarget",199934,1,1175,3,2
165,"blue",40,57.14285714,85,1,"TrialProc","Target",203260,1,973,3,1
165,"blue",41,62.5,85.36585366,1,"TrialProc","Target",207222,1,1404,3,1
165,"blue",42,66.66666667,85.71428571,1,"TrialProc","Target",209947,1,614,3,1
165,"blue",43,70,86.04651163,1,"TrialProc","Target",213257,1,410,3,1
165,"blue",44,70,84.09090909,2,"TrialProc","Nontarget",217854,0,0,3,NA
165,"blue",45,63.63636364,82.22222222,1,"TrialProc","Target",221365,0,0,3,NA
165,"blue",46,63.63636364,82.60869565,2,"TrialProc","Nontarget",224257,1,872,3,2
165,"blue",47,63.63636364,82.9787234,2,"TrialProc","Nontarget",227934,1,1028,3,2
165,"blue",48,63.63636364,83.33333333,2,"TrialProc","Nontarget",231528,1,1106,3,2
165,"blue",49,66.66666667,83.67346939,1,"TrialProc","Target",234353,1,401,3,1
165,"blue",50,66.66666667,84,2,"TrialProc","Nontarget",238198,1,724,3,2
165,"blue",51,66.66666667,84.31372549,2,"TrialProc","Nontarget",241675,1,683,3,2
165,"blue",52,66.66666667,84.61538462,2,"TrialProc","Nontarget",245219,1,716,3,2
165,"blue",53,61.53846154,83.01886792,1,"TrialProc","Target",249031,0,1016,3,2
165,"blue",54,57.14285714,81.48148148,1,"TrialProc","Target",252106,0,578,3,2
165,"blue",55,57.14285714,81.81818182,2,"TrialProc","Nontarget",255650,1,603,3,2
165,"blue",56,57.14285714,82.14285714,2,"TrialProc","Nontarget",259161,1,599,3,2
165,"blue",57,57.14285714,82.45614035,2,"TrialProc","Nontarget",262588,1,509,3,2
165,"blue",58,60,82.75862069,1,"TrialProc","Target",265965,1,360,3,1
165,"blue",59,60,83.05084746,2,"TrialProc","Nontarget",269542,1,425,3,2
165,"blue",60,60,83.33333333,2,"TrialProc","Nontarget",273220,1,582,3,2
165,"blue",61,60,83.60655738,2,"TrialProc","Nontarget",276881,1,727,3,2
165,"blue",62,60,83.87096774,2,"TrialProc","Lure",280575,1,898,3,2
165,"blue",63,62.5,84.12698413,1,"TrialProc","Target",284303,1,1115,3,1
165,"blue",64,62.5,84.375,2,"TrialProc","Nontarget",288014,1,1309,3,2
165,"purple",1,0,100,2,"TrialProc","Nontarget",64852,1,1043,4,2
165,"purple",2,0,100,2,"TrialProc","Nontarget",68346,1,1016,4,2
165,"purple",3,0,100,2,"TrialProc","Nontarget",72041,1,1186,4,2
165,"purple",4,0,100,2,"TrialProc","Nontarget",74916,1,542,4,2
165,"purple",5,0,100,2,"TrialProc","Nontarget",78911,1,1015,4,2
165,"purple",6,0,100,2,"TrialProc","Nontarget",82572,1,1156,4,2
165,"purple",7,0,85.71428571,2,"TrialProc","Nontarget",86434,0,0,4,NA
165,"purple",8,100,87.5,1,"TrialProc","Target",89276,1,833,4,1
165,"purple",9,100,88.88888889,2,"TrialProc","Nontarget",92652,1,699,4,2
165,"purple",10,100,90,2,"TrialProc","Nontarget",96029,1,552,4,2
165,"purple",11,100,81.81818182,2,"TrialProc","Lure",100492,0,0,4,NA
165,"purple",12,100,75,2,"TrialProc","Nontarget",103251,0,744,4,1
165,"purple",13,100,69.23076923,2,"TrialProc","Nontarget",107513,0,0,4,NA
165,"purple",14,100,71.42857143,1,"TrialProc","Target",110221,1,695,4,1
165,"purple",15,100,73.33333333,2,"TrialProc","Lure",113832,1,796,4,2
165,"purple",16,100,75,2,"TrialProc","Nontarget",117142,1,588,4,2
165,"purple",17,100,76.47058824,1,"TrialProc","Target",120854,1,784,4,1
165,"purple",18,100,77.77777778,2,"TrialProc","Nontarget",123979,1,393,4,2
165,"purple",19,75,73.68421053,1,"TrialProc","Target",127674,0,583,4,2
165,"purple",20,75,75,2,"TrialProc","Nontarget",131084,1,473,4,2
165,"purple",21,75,76.19047619,2,"TrialProc","Nontarget",134628,1,495,4,2
165,"purple",22,75,77.27272727,2,"TrialProc","Nontarget",138439,1,792,4,2
165,"purple",23,75,73.91304348,2,"TrialProc","Nontarget",141732,0,563,4,1
165,"purple",24,80,75,1,"TrialProc","Target",145260,1,579,4,1
165,"purple",25,80,76,2,"TrialProc","Nontarget",148620,1,430,4,2
165,"purple",26,66.66666667,73.07692308,1,"TrialProc","Target",152097,0,385,4,2
165,"purple",27,66.66666667,74.07407407,2,"TrialProc","Nontarget",155708,1,467,4,2
165,"purple",28,66.66666667,75,2,"TrialProc","Nontarget",159469,1,702,4,2
165,"purple",29,57.14285714,72.4137931,1,"TrialProc","Target",163330,0,1038,4,2
165,"purple",30,57.14285714,70,2,"TrialProc","Lure",166490,0,673,4,1
165,"purple",31,57.14285714,70.96774194,2,"TrialProc","Nontarget",169950,1,612,4,2
165,"purple",32,50,68.75,1,"TrialProc","Target",173912,0,1056,4,2
165,"purple",33,50,69.6969697,2,"TrialProc","Nontarget",177055,1,668,4,2
165,"purple",34,50,70.58823529,2,"TrialProc","Nontarget",180348,1,446,4,2
165,"purple",35,50,71.42857143,2,"TrialProc","Nontarget",183825,1,413,4,2
165,"purple",36,50,72.22222222,2,"TrialProc","Nontarget",187837,1,906,4,2
165,"purple",37,50,72.97297297,2,"TrialProc","Nontarget",191314,1,856,4,2
165,"purple",38,44.44444444,71.05263158,1,"TrialProc","Target",195075,0,1098,4,2
165,"purple",39,50,71.79487179,1,"TrialProc","Target",198185,1,689,4,1
165,"purple",40,50,70,2,"TrialProc","Nontarget",201929,0,903,4,1
165,"purple",41,45.45454545,68.29268293,1,"TrialProc","Target",205524,0,984,4,2
165,"purple",42,45.45454545,69.04761905,2,"TrialProc","Nontarget",208649,1,585,4,2
165,"purple",43,45.45454545,69.76744186,2,"TrialProc","Nontarget",212461,1,871,4,2
165,"purple",44,41.66666667,68.18181818,1,"TrialProc","Target",215871,0,766,4,2
165,"purple",45,41.66666667,68.88888889,2,"TrialProc","Nontarget",219264,1,639,4,2
165,"purple",46,46.15384615,69.56521739,1,"TrialProc","Target",222608,1,455,4,1
165,"purple",47,46.15384615,70.21276596,2,"TrialProc","Nontarget",226219,1,537,4,2
165,"purple",48,46.15384615,70.83333333,2,"TrialProc","Nontarget",229930,1,718,4,2
165,"purple",49,46.15384615,71.42857143,2,"TrialProc","Nontarget",233808,1,1068,4,2
165,"purple",50,46.15384615,72,2,"TrialProc","Nontarget",237101,1,841,4,2
165,"purple",51,46.15384615,72.54901961,2,"TrialProc","Nontarget",240461,1,679,4,2
165,"purple",52,50,73.07692308,1,"TrialProc","Target",243838,1,540,4,1
165,"purple",53,46.66666667,71.69811321,1,"TrialProc","Target",247834,0,1017,4,2
165,"purple",54,46.66666667,72.22222222,2,"TrialProc","Nontarget",250943,1,602,4,2
165,"purple",55,46.66666667,72.72727273,2,"TrialProc","Nontarget",254286,1,428,4,2
165,"purple",56,46.66666667,73.21428571,2,"TrialProc","Nontarget",257713,1,339,4,2
165,"purple",57,46.66666667,73.68421053,2,"TrialProc","Nontarget",261525,1,633,4,2
165,"purple",58,50,74.13793103,1,"TrialProc","Target",264918,1,502,4,1
165,"purple",59,50,74.57627119,2,"TrialProc","Nontarget",268261,1,324,4,2
165,"purple",60,50,75,2,"TrialProc","Nontarget",271905,1,438,4,2
165,"purple",61,50,75.40983607,2,"TrialProc","Nontarget",275616,1,617,4,2
165,"purple",62,50,75.80645161,2,"TrialProc","Nontarget",279277,1,755,4,2
165,"purple",63,50,76.19047619,2,"TrialProc","Nontarget",282788,1,744,4,2
165,"purple",64,50,76.5625,2,"TrialProc","Nontarget",285981,1,409,4,2
165,"red",1,0,100,2,"TrialProc","Nontarget",49801,1,747,2,2
165,"red",2,0,100,2,"TrialProc","Nontarget",53562,1,987,2,2
165,"red",3,0,100,2,"TrialProc","Nontarget",56855,1,759,2,2
165,"red",4,0,100,2,"TrialProc","Nontarget",60383,1,751,2,2
165,"red",5,0,100,2,"TrialProc","Nontarget",64010,1,864,2,2
165,"red",6,0,100,2,"TrialProc","Nontarget",67270,1,605,2,2
165,"red",7,0,100,2,"TrialProc","Nontarget",70847,1,665,2,2
165,"red",8,100,100,1,"TrialProc","Target",74425,1,719,2,1
165,"red",9,100,100,2,"TrialProc","Nontarget",77735,1,516,2,2
165,"red",10,100,100,2,"TrialProc","Nontarget",81429,1,687,2,2
165,"red",11,100,100,2,"TrialProc","Nontarget",84939,1,672,2,2
165,"red",12,100,100,1,"TrialProc","Target",88199,1,405,2,1
165,"red",13,100,100,1,"TrialProc","Target",91793,1,468,2,1
165,"red",14,100,100,2,"TrialProc","Lure",95772,1,924,2,2
165,"red",15,100,100,2,"TrialProc","Nontarget",99232,1,851,2,2
165,"red",16,100,100,1,"TrialProc","Target",102358,1,455,2,1
165,"red",17,100,100,2,"TrialProc","Nontarget",106186,1,752,2,2
165,"red",18,100,100,2,"TrialProc","Nontarget",109546,1,593,2,2
165,"red",19,100,100,2,"TrialProc","Nontarget",113274,1,811,2,2
165,"red",20,100,100,1,"TrialProc","Target",116484,1,516,2,1
165,"red",21,100,100,2,"TrialProc","Nontarget",120295,1,814,2,2
165,"red",22,100,95.45454545,2,"TrialProc","Lure",124491,0,0,2,NA
165,"red",23,100,95.65217391,2,"TrialProc","Nontarget",127249,1,734,2,2
165,"red",24,100,95.83333333,1,"TrialProc","Target",130593,1,566,2,1
165,"red",25,100,96,1,"TrialProc","Target",133986,1,438,2,1
165,"red",26,100,96.15384615,2,"TrialProc","Nontarget",137681,1,609,2,2
165,"red",27,100,96.2962963,2,"TrialProc","Nontarget",141392,1,796,2,2
165,"red",28,100,96.42857143,2,"TrialProc","Lure",144568,1,454,2,2
165,"red",29,100,93.10344828,2,"TrialProc","Lure",148346,0,709,2,1
165,"red",30,100,93.33333333,2,"TrialProc","Nontarget",151656,1,493,2,2
165,"red",31,100,93.5483871,1,"TrialProc","Target",155150,1,456,2,1
165,"red",32,100,93.75,1,"TrialProc","Target",158660,1,438,2,1
165,"red",33,100,93.93939394,1,"TrialProc","Target",162304,1,555,2,1
165,"red",34,100,94.11764706,2,"TrialProc","Nontarget",165848,1,569,2,2
165,"red",35,100,94.28571429,1,"TrialProc","Target",169242,1,445,2,1
165,"red",36,100,94.44444444,2,"TrialProc","Nontarget",172669,1,365,2,2
165,"red",37,100,94.59459459,2,"TrialProc","Nontarget",176430,1,604,2,2
165,"red",38,100,94.73684211,1,"TrialProc","Target",179790,1,437,2,1
165,"red",39,100,94.87179487,2,"TrialProc","Nontarget",183368,1,499,2,2
165,"red",40,100,95,2,"TrialProc","Nontarget",186978,1,584,2,2
165,"red",41,100,95.12195122,2,"TrialProc","Lure",190455,1,541,2,2
165,"red",42,100,95.23809524,2,"TrialProc","Nontarget",194166,1,720,2,2
165,"red",43,100,95.34883721,2,"TrialProc","Nontarget",197543,1,569,2,2
165,"red",44,100,95.45454545,1,"TrialProc","Target",201237,1,743,2,1
165,"red",45,100,95.55555556,2,"TrialProc","Nontarget",204581,1,562,2,2
165,"red",46,100,95.65217391,2,"TrialProc","Nontarget",208225,1,695,2,2
165,"red",47,100,95.74468085,2,"TrialProc","Nontarget",211702,1,662,2,2
165,"red",48,100,95.83333333,1,"TrialProc","Target",215062,1,513,2,1
165,"red",49,100,95.91836735,2,"TrialProc","Nontarget",218874,1,804,2,2
165,"red",50,100,96,2,"TrialProc","Nontarget",222134,1,549,2,2
165,"red",51,100,96.07843137,1,"TrialProc","Target",225493,1,396,2,1
165,"red",52,100,96.15384615,2,"TrialProc","Nontarget",229271,1,657,2,2
165,"red",53,100,96.22641509,2,"TrialProc","Nontarget",232949,1,811,2,2
165,"red",54,100,96.2962963,2,"TrialProc","Lure",236276,1,628,2,2
165,"red",55,100,96.36363636,2,"TrialProc","Nontarget",239836,1,681,2,2
165,"red",56,100,96.42857143,2,"TrialProc","Nontarget",243313,1,636,2,2
165,"red",57,100,96.49122807,1,"TrialProc","Target",246673,1,482,2,1
165,"red",58,100,96.55172414,2,"TrialProc","Nontarget",250485,1,768,2,2
165,"red",59,100,96.61016949,2,"TrialProc","Nontarget",253979,1,749,2,2
165,"red",60,100,96.66666667,2,"TrialProc","Nontarget",257790,1,1048,2,2
165,"red",61,100,95.08196721,2,"TrialProc","Nontarget",261752,0,0,2,NA
165,"red",62,100,95.16129032,2,"TrialProc","Nontarget",264961,1,1194,2,2
165,"red",63,100,95.23809524,2,"TrialProc","Nontarget",268271,1,971,2,2
165,"red",64,100,95.3125,2,"TrialProc","Nontarget",271849,1,1023,2,2
166,"black",1,0,0,2,"TrialProc","Nontarget",263860,0,1433,1,1
166,"black",2,0,50,2,"TrialProc","Nontarget",267220,1,1279,1,2
166,"black",3,0,66.66666667,2,"TrialProc","Nontarget",270262,1,803,1,2
166,"black",4,0,75,2,"TrialProc","Nontarget",273890,1,909,1,2
166,"black",5,0,60,2,"TrialProc","Lure",277133,0,632,1,1
166,"black",6,100,66.66666667,1,"TrialProc","Target",280644,1,631,1,1
166,"black",7,100,71.42857143,2,"TrialProc","Nontarget",284070,1,537,1,2
166,"black",8,100,75,2,"TrialProc","Nontarget",287648,1,600,1,2
166,"black",9,100,77.77777778,2,"TrialProc","Nontarget",291526,1,956,1,2
166,"black",10,100,80,1,"TrialProc","Target",295003,1,905,1,1
166,"black",11,100,81.81818182,2,"TrialProc","Nontarget",298163,1,537,1,2
166,"black",12,100,75,2,"TrialProc","Lure",301991,0,839,1,1
166,"black",13,100,76.92307692,2,"TrialProc","Nontarget",305351,1,682,1,2
166,"black",14,100,71.42857143,2,"TrialProc","Lure",309145,0,965,1,1
166,"black",15,100,73.33333333,2,"TrialProc","Nontarget",312907,1,1218,1,2
166,"black",16,100,68.75,2,"TrialProc","Lure",316016,0,806,1,1
166,"black",17,100,70.58823529,2,"TrialProc","Nontarget",319761,1,1029,1,2
166,"black",18,100,66.66666667,2,"TrialProc","Nontarget",322970,0,722,1,1
166,"black",19,100,68.42105263,1,"TrialProc","Target",326347,1,581,1,1
166,"black",20,100,70,2,"TrialProc","Nontarget",329824,1,543,1,2
166,"black",21,75,66.66666667,1,"TrialProc","Target",333251,0,454,1,2
166,"black",22,75,68.18181818,2,"TrialProc","Nontarget",337079,1,759,1,2
166,"black",23,75,65.2173913,2,"TrialProc","Nontarget",340473,0,628,1,1
166,"black",24,75,66.66666667,2,"TrialProc","Nontarget",344033,1,668,1,2
166,"black",25,80,68,1,"TrialProc","Target",347443,1,557,1,1
166,"black",26,80,65.38461538,2,"TrialProc","Nontarget",351355,0,943,1,1
166,"black",27,83.33333333,66.66666667,1,"TrialProc","Target",354648,1,703,1,1
166,"black",28,85.71428571,67.85714286,1,"TrialProc","Target",358042,1,568,1,1
166,"black",29,85.71428571,65.51724138,2,"TrialProc","Nontarget",361786,0,799,1,1
166,"black",30,85.71428571,63.33333333,2,"TrialProc","Nontarget",365297,0,799,1,1
166,"black",31,87.5,64.51612903,1,"TrialProc","Target",368657,1,636,1,1
166,"black",32,87.5,62.5,2,"TrialProc","Nontarget",372368,0,831,1,1
166,"black",33,87.5,63.63636364,2,"TrialProc","Nontarget",376096,1,1035,1,2
166,"black",34,87.5,61.76470588,2,"TrialProc","Nontarget",380074,0,0,1,NA
166,"black",35,87.5,60,2,"TrialProc","Lure",382732,0,649,1,1
166,"black",36,88.88888889,61.11111111,1,"TrialProc","Target",386427,1,831,1,1
166,"black",37,88.88888889,59.45945946,2,"TrialProc","Nontarget",389837,0,729,1,1
166,"black",38,90,60.52631579,1,"TrialProc","Target",393180,1,565,1,1
166,"black",39,90,61.53846154,2,"TrialProc","Nontarget",396758,1,627,1,2
166,"black",40,90.90909091,62.5,1,"TrialProc","Target",400285,1,626,1,1
166,"black",41,90.90909091,60.97560976,2,"TrialProc","Nontarget",404046,0,859,1,1
166,"black",42,90.90909091,59.52380952,2,"TrialProc","Lure",407440,0,724,1,1
166,"black",43,90.90909091,58.13953488,2,"TrialProc","Lure",410850,0,607,1,1
166,"black",44,90.90909091,56.81818182,2,"TrialProc","Nontarget",414310,0,546,1,1
166,"black",45,90.90909091,55.55555556,2,"TrialProc","Nontarget",417804,0,519,1,1
166,"black",46,90.90909091,56.52173913,2,"TrialProc","Nontarget",421515,1,706,1,2
166,"black",47,90.90909091,55.31914894,2,"TrialProc","Lure",425176,0,839,1,1
166,"black",48,91.66666667,56.25,1,"TrialProc","Target",428302,1,442,1,1
166,"black",49,91.66666667,55.10204082,2,"TrialProc","Nontarget",432147,0,755,1,1
166,"black",50,91.66666667,54,2,"TrialProc","Nontarget",435758,0,834,1,1
166,"black",51,92.30769231,54.90196078,1,"TrialProc","Target",438900,1,457,1,1
166,"black",52,92.85714286,55.76923077,1,"TrialProc","Target",442461,1,482,1,1
166,"black",53,92.85714286,54.71698113,2,"TrialProc","Nontarget",446155,0,660,1,1
166,"black",54,92.85714286,53.7037037,2,"TrialProc","Nontarget",449733,0,718,1,1
166,"black",55,92.85714286,52.72727273,2,"TrialProc","Nontarget",453143,0,605,1,1
166,"black",56,93.33333333,53.57142857,1,"TrialProc","Target",456520,1,456,1,1
166,"black",57,93.33333333,52.63157895,2,"TrialProc","Nontarget",460298,0,714,1,1
166,"black",58,93.33333333,51.72413793,2,"TrialProc","Nontarget",463758,0,652,1,1
166,"black",59,93.33333333,50.84745763,2,"TrialProc","Nontarget",467235,0,608,1,1
166,"black",60,93.33333333,50,2,"TrialProc","Nontarget",470829,0,669,1,1
166,"black",61,93.33333333,49.18032787,2,"TrialProc","Nontarget",474457,0,782,1,1
166,"black",62,93.33333333,48.38709677,2,"TrialProc","Nontarget",477850,0,658,1,1
166,"black",63,93.75,49.20634921,1,"TrialProc","Target",481210,1,495,1,1
166,"black",64,93.75,50,2,"TrialProc","Nontarget",485089,1,853,1,2
166,"blue",1,0,100,2,"TrialProc","Nontarget",72892,1,434,3,2
166,"blue",2,0,100,2,"TrialProc","Nontarget",76386,1,408,3,2
166,"blue",3,0,100,2,"TrialProc","Nontarget",79846,1,338,3,2
166,"blue",4,0,75,2,"TrialProc","Lure",83724,0,693,3,1
166,"blue",5,0,80,2,"TrialProc","Nontarget",86967,1,410,3,2
166,"blue",6,0,83.33333333,2,"TrialProc","Nontarget",90628,1,562,3,2
166,"blue",7,0,85.71428571,2,"TrialProc","Nontarget",94055,1,471,3,2
166,"blue",8,0,87.5,2,"TrialProc","Nontarget",97566,1,453,3,2
166,"blue",9,0,88.88888889,2,"TrialProc","Nontarget",101745,1,1113,3,2
166,"blue",10,100,90,1,"TrialProc","Target",105005,1,865,3,1
166,"blue",11,100,81.81818182,2,"TrialProc","Lure",108666,0,1007,3,1
166,"blue",12,100,83.33333333,2,"TrialProc","Nontarget",111708,1,533,3,2
166,"blue",13,100,84.61538462,2,"TrialProc","Nontarget",115570,1,883,3,2
166,"blue",14,100,85.71428571,2,"TrialProc","Nontarget",118963,1,761,3,2
166,"blue",15,100,86.66666667,2,"TrialProc","Nontarget",122290,1,552,3,2
166,"blue",16,100,87.5,1,"TrialProc","Target",126001,1,748,3,1
166,"blue",17,100,88.23529412,2,"TrialProc","Nontarget",129327,1,566,3,2
166,"blue",18,100,88.88888889,2,"TrialProc","Nontarget",132855,1,567,3,2
166,"blue",19,100,84.21052632,2,"TrialProc","Lure",136850,0,1043,3,1
166,"blue",20,100,85,2,"TrialProc","Lure",140812,1,1481,3,2
166,"blue",21,100,85.71428571,1,"TrialProc","Target",143904,1,1060,3,1
166,"blue",22,100,86.36363636,2,"TrialProc","Nontarget",147532,1,1158,3,2
166,"blue",23,75,82.60869565,1,"TrialProc","Target",151393,0,0,3,NA
166,"blue",24,75,83.33333333,2,"TrialProc","Nontarget",154102,1,692,3,2
